Big Trouble in Little China	1986	Carter Wong	1947	NULL	[Thunder]
Calm Like a Bomb	2021	Alessandro Tramontana	NULL	NULL	NULL
Route Irish	2010	Vortre Williams	NULL	NULL	[Nelson]
Assassins Tale	2013	Gary Poux	1976	NULL	[Johnny Solo]
Cam Girl	2014	Marco Cocci	1974	NULL	[Giovanni]
Wild Daze	2020	Keith David	1956	NULL	[Narrator]
VS.	2018	Joivan Wade	1993	NULL	[Blaze]
Red Devil	2019	Steven Berkoff	1937	NULL	[Lazarus]
Hospitality	2018	Jim Beaver	1950	NULL	[The Boss]
For Me and My Gal	1942	Gene Kelly	1912	1996	[Harry Palmer]
An American in Paris	1951	Gene Kelly	1912	1996	[Jerry Mulligan]
The Sadist	1963	Don Russell	NULL	NULL	[Carl Oliver]
The Small One	1978	Joe Higgins	1925	1998	[Guard]
Meantime	1983	Phil Daniels	1958	NULL	[Mark]
Young Sherlock Holmes	1985	Anthony Higgins	1947	NULL	[Professor Rathe]
Rosencrantz & Guildenstern Are Dead	1990	Mladen Vasary	1954	2022	[Tragedian]
The Santa Clause	1994	Peter Boyle	1935	2006	[Mr. Whittle]
High Risk	1995	Chung-Hsien Yang	1969	NULL	[Detective Chow Kam - Joyce's Boyfriend]
The Astronaut's Wife	1999	Johnny Depp	1963	NULL	[Commander Spencer Armacost]
The Idiots	1998	Luis Mesonero	NULL	NULL	[Miguel]
A Sound of Thunder	2005	Alvin Van Der Kuech	NULL	NULL	[Young Technician]
The Plane	2005	Jean-Marc Stehlé	1941	2013	[Grand-Père Charly]
The Lone Ranger	2013	Johnny Depp	1963	NULL	[Tonto]
Silent Rain	2019	Masato Hagiwara	1971	NULL	NULL
Homemade Christmas	2020	Findlay James Davies	NULL	NULL	[Seth]
Victoria Day	2009	Mitchell Amaral	NULL	NULL	[Jordan Chapman]
Taking a Shot at Love	2021	Luke Macfarlane	1980	NULL	[Ryan]
Black Butterfly	2017	Vincent Riotta	1959	NULL	[Lt Carcano]
Flight from Hell	2014	Leon Lee	NULL	NULL	[Liu Xia]
The Talent	2013	Quang Hung	NULL	NULL	[Motorbike-taxi Guy]
Cutterhead	2018	Salvatore Striano	NULL	NULL	[Alfredo]
Fukushima 50	2020	Masato Hagiwara	1971	NULL	[Kazuo Igawa]
Young and Innocent	1937	John Longden	1900	1971	[Det. Insp. Kent]
The Body Snatcher	1945	Ted Billings	1880	1947	[Townsman]
The Cycle Savages	1969	Walter Robles	1938	NULL	[Tom]
The Dove	1974	Colby Chester	1941	NULL	[Tom Barkley]
Saturn 3	1980	Douglas Lambert	1936	1986	[Captain James]
House II: The Second Story	1987	Gregory Walcott	1928	2015	[Sheriff]
All for the Winner	1990	Stephen Chow	1962	NULL	[Chow Sing Cho]
All for the Winner	1990	Stephen Chow	1962	NULL	['The Saint of Gamblers']
Gladiator	1992	James Marshall	1967	NULL	[Tommy Riley]
Amanda & the Alien	1995	John Diehl	1950	NULL	[Colonel Rosencrans]
Amanda & the Alien	1995	Raymond D. Turner	NULL	NULL	[Mac]
Twister's Revenge!	1988	R. Richardson Luka	NULL	NULL	[Bear]
The List	2000	Ryan O'Neal	1941	NULL	[Richard Miller]
Just Desserts	2004	David Proval	1942	NULL	[Uncle Fabrizio]
Bottle Shock	2008	Jean-Michel Richaud	1971	NULL	[Maitre d']
Mission London	2010	Tomas Arana	NULL	NULL	[Munroe]
Eye in the Sky	2015	Babou Ceesay	NULL	NULL	[Sergeant Mushtaq Saddiq]
The Possession of Michael King	2014	Tomas Arana	NULL	NULL	[Augustine]
Richard The Lionheart	2013	Christopher Jones	NULL	NULL	[One Eye]
Dywizjon 303	2018	Slawomir Mandes	1983	NULL	[Tadeusz Andruszkow]
House of the Witch	2017	Darren Mann	1989	NULL	[Shane Reynolds]
House of the Witch	2017	Joel Nagle	NULL	NULL	[Karl]
Pad Man	2018	Sanjay Singh	NULL	NULL	NULL
When Vows Break	2019	Jaleel White	1976	NULL	[Dwayne]
Running Against the Wind	2019	Haile Gebreselassie	NULL	NULL	[Haile Gebreselassie]
The Mole People	1956	Alan Napier	1903	1988	[Elinu, the High Priest]
Here Is Your Life	1966	Bo Wahlström	1939	NULL	[Older brother]
I Drink Your Blood	1970	Bhaskar Roy Chowdhury	1930	2003	[Horace Bones]
Wanda Nevada	1979	Severn Darden	1929	1995	[Merlin Bitterstix]
1984	1984	John Hurt	1940	2017	[Winston Smith]
A Sunday in the Country	1984	Thomas Duval	NULL	NULL	[Emile]
The Last Emperor	1987	Ric Young	1944	NULL	[Interrogator]
The Lovers on the Bridge	1991	Michel Vandestien	NULL	NULL	[Le pompier]
Psycho IV: The Beginning	1990	Henry Thomas	1971	NULL	[Young Norman]
Twister's Revenge!	1988	William Dexter	NULL	NULL	[Kelly's Father]
The Idiots	1998	Knud Romer Jørgensen	NULL	NULL	[Axel]
Zero Tolerance	1999	Jakob Eklund	1962	NULL	[Kriminalinspektör Johan Falk]
The Convent	2000	Kelly Mantle	1976	NULL	[Dickie-Boy]
Miranda	2002	John Hurt	1940	2017	[Christian]
A Sound of Thunder	2005	Edward Burns	1968	NULL	[Travis Ryer]
The Covenant	2006	Kyle Schmid	1984	NULL	[Aaron Abbot]
Revanche	2008	Hanno Pöschl	1949	NULL	[Konecny - Tamara's Boss]
Silent Rain	2019	Yôta Kawase	1969	NULL	NULL
Buckskin	2021	Corey Cannon	NULL	NULL	[Henry Lawerence]
The Demon's Waltz	2021	Hiram Ortiz	NULL	NULL	[Reverend Joel]
A Lonely Place to Die	2011	Alan Steele	NULL	NULL	[Hunter 2]
3 Times a Charm	2011	Maxwell Glick	NULL	NULL	[Paul]
Beauty and the Beast	2014	Eduardo Noriega	1973	NULL	[Perducas]
88	2015	Kyle Schmid	1984	NULL	[Aster]
Mardaani	2014	Mikhail Yawalkar	NULL	NULL	[Inspector Balwinder Singh Sodhi]
Typhoon	1962	Wei Ou	1936	1973	NULL
Garantu00eda personal	2016	Diego Ramos	NULL	NULL	[Matón]
Waiting for You	2017	Vincent Jouan	NULL	NULL	[Antoine]
The Brink	2017	Ho-Chun Law	NULL	NULL	[Kui's man]
The Graduate	1967	Walter Brooke	1914	1986	[Mr. McGuire]
Reflections in a Golden Eye	1967	Zorro David	1923	2008	[Anacleto]
Horus: Prince of the Sun	1968	Mikijirô Hira	1933	2016	[Grunwald, the Demon of Ice]
Notes on the Popular Arts	1978	Beans Morocco	1934	NULL	[Man]
The Devil and Holy Water	1983	Aldo Ralli	1935	2016	[Allenatore]
Young Sherlock Holmes	1985	Nigel Stock	1919	1986	[Rupert T. Waxflatter]
Shipwrecked	1990	Kjell Stormoen	1921	2010	[The Captain]
Zero Tolerance	1999	Stig Torstensson	1934	2013	[Edvin Josefsson]
The Profession of Arms	2001	Franco Andreani	NULL	NULL	[Ambasciatore di Carlo V]
Son of Rambow	2007	Will Poulter	1993	NULL	[Lee Carter]
The Legend of Goemon	2009	Mikijirô Hira	1933	2016	[Rikyu Sen]
Mookuthi Amman	2020	Manobala	1953	2023	[Healer Godman (Guest Appearance)]
All In: The Family	2020	Lillard Lewis	NULL	NULL	[Pastor Rodney]
Neds	2010	Paul Smith	NULL	NULL	[Key Man]
CBGB	2013	Johnny Galecki	1975	NULL	[Terry Ork]
Prisoner X	2016	Nigel Bennett	1949	NULL	[President Charles Turner]
Garantu00eda personal	2016	Fernando Ramos	NULL	NULL	NULL
Quakers: That of God in Everyone	2015	Ron Beshear	NULL	NULL	[Newspaper Reporter]
Love by the 10th Date	2017	Andra Fuller	NULL	NULL	[Chris Kellman]
Vampires vs. the Bronx	2020	Gregory Diaz IV	NULL	NULL	[Luis Acosta]
Running Against the Wind	2019	Ferhane Beker	NULL	NULL	[Young Abdi]
That Hamilton Woman	1941	Miles Mander	1888	1946	[Lord Keith]
An American in Paris	1951	Georges Guétary	1915	1997	[Henri Baurel]
The Chalk Garden	1964	John Mills	1908	2005	[Maitland]
Lesson of a Dead Language	1979	Juliusz Machulski	1955	NULL	[POW Guard Moszko]
In Dangerous Company	1988	Henry Darrow	1933	2021	[Alex Aguilar]
Deep Blood	1990	Tody Bernard	1948	2013	[Sheriff]
The Land Before Time VI: The Secret of Saurus Rock	1998	Danny Mann	1951	NULL	[Allosaurus]
Traffic	2000	Michael O'Neill	1951	NULL	[Lawyer Rodman]
The Patriot	2000	Mel Gibson	1956	NULL	[Benjamin Martin]
The Intern - A Summer of Lust	2019	Bishop Black	NULL	NULL	[Stud in Dream]
The Devil's Double	2011	Nasser Memarzia	1958	NULL	[Latif's Father]
Chuck Lawson and the Night of the Invaders	2020	Tyler Bonner	NULL	NULL	[Stranger]
Chuck Lawson and the Night of the Invaders	2020	Tyler Bonner	NULL	NULL	[Fazu]
You Lucky Dog	2010	Lawrence Dane	1937	2022	[Clay Rayborn]
The Numbers Station	2013	Joe Montana	NULL	NULL	[Jeremy Fletcher]
Ace Wonder: Message from a Dead Man	2014	Derek Moreland	NULL	NULL	[Dereck Morton]
The More You Ignore Me	2018	Clive Mantle	1957	NULL	[Dunk]
10 000 timmar	2014	Christian Brandin	1978	NULL	[Fotbollsspelare]
Vox Lux	2018	Daniel London	1973	NULL	[Father Cliff]
Eat Brains Love	2019	Patrick Fabian	NULL	NULL	[Alastaire]
The Queen of Sin	2018	Don Jordan	NULL	NULL	[Morgue Assistant]
The Queen of Sin	2018	Don Jordan	NULL	NULL	[Billie]
Her Name Was Christa	2020	James L. Edwards	1972	NULL	[Stephen Booth]
Space	2020	Jim Hilton	NULL	NULL	[Tom 'Tomcat' McMahon]
Miss Sadie Thompson	1953	Harry Bellaver	1905	1993	[Joe Horn]
The Mole People	1956	Hugh Beaumont	1909	1982	[Dr. Jud Bellamin]
Get Mean	1975	Raul Castro	NULL	NULL	[Gypsy in Tavern]
Twice a Woman	1979	Anthony Perkins	1932	1992	[Alfred]
Jaws: The Revenge	1987	Cedric Scott	NULL	NULL	[Clarence]
Psycho IV: The Beginning	1990	Anthony Perkins	1932	1992	[Norman Bates]
The Game of Their Lives	2005	Jay Rodan	1974	NULL	[Frank 'Pee Wee' Wallace]
Today You Die	2005	Brett Rice	1954	NULL	[Taggert]
The Mine	2012	Jeff Chamberlain	1954	2020	[Preacher]
Proyecto Emperador	2022	Juan Carlos Vellido	1968	NULL	[Azcona]
Eye in the Sky	2015	Aaron Paul	1979	NULL	[Steve Watts]
Better Start Running	2018	Edi Gathegi	1979	NULL	[Fitz Paradise]
Wild Daze	2020	Lawrence Anthony	NULL	NULL	NULL
Vixen Velvet's Zombie Massacre	2015	Nathan Bragg	NULL	NULL	[Hector]
Yu-Gi-Oh!: The Dark Side of Dimensions	2016	Michael Lockwood Crouch	1984	NULL	[Young Bakura]
Yu-Gi-Oh!: The Dark Side of Dimensions	2016	Michael Lockwood Crouch	1984	NULL	[Young Bakura]
Raaz Reboot	2016	George Burcea	NULL	NULL	[Anton]
Patti Cake$	2017	Patrick Brana	NULL	NULL	[Slaz]
One Nation, One King	2018	Gaspard Ulliel	1984	2022	[Basile]
Birds of a Feather 2	2018	Rock Chasse	NULL	NULL	[Alex]
Cherry	2021	Fionn O'Shea	1997	NULL	[Arnold]
Fukushima 50	2020	Mark Chinnery	NULL	NULL	NULL
Mother	1925	Jean Forest	1912	1980	[Jean Amsler - le fils]
I Confess	1953	Roger Dann	1911	2000	[Pierre Grandfort]
Eating Raoul	1982	Robert Beltran	1953	NULL	[Raoul Mendoza]
Stick	1985	Richard Lawson	1947	NULL	[Cornell]
Scuola di ladri	1986	Lino Banfi	1936	NULL	[Amalio Siraghi]
Deep Blood	1990	James Camp	NULL	NULL	[Wayne]
Smoke Signals	1998	John Trudell	1946	2015	[Randy Peone]
From Dusk Till Dawn 3: The Hangman's Daughter	1999	Lennie Loftin	NULL	NULL	[John Newlie]
Desperate Teenage Lovedolls	1984	Jordan Schwartz	NULL	NULL	[Doctor]
Desperate Teenage Lovedolls	1984	Jordan Schwartz	NULL	NULL	[Mom]
Carolina	2003	Edward Atterton	1962	NULL	[Heath Pierson]
Today You Die	2005	Lawrence Turner	NULL	NULL	[Garret]
The Vigil	2019	Ronald Cohen	NULL	NULL	[Mr. Rubin Litvak]
After Masks	2021	Matt Rife	1995	NULL	[Wolf (Segment Winners)]
Mystery Team	2009	Bobby Moynihan	1977	NULL	[Jordy]
The Mine	2012	Joseph Batzel	1948	NULL	[Jarvis]
Day of the Siege	2012	Marius Chivu	1974	NULL	[Father Cosma]
I Declare War	2012	Andy Reid	NULL	NULL	[Wesley Bishop]
Dead Souls	2012	Jesse James	1989	NULL	[Johnny Petrie]
Contract to Kill	2016	Sergiu Costache	NULL	NULL	[Ayan Al-Mujahid]
Unknown Origins	2020	Álex García	1981	NULL	[Javier]
Patti Cake$	2017	Sahr Ngaujah	NULL	NULL	[O-Z]
Christmas at the Royal Hotel	2018	Nick Daryanani	NULL	NULL	[Charlie]
Picture Perfect Mysteries Picture Perfect Mysteries: Newlywed and Dead	2019	Paul McGillion	NULL	NULL	[Nick Carlin]
Too Far Away	2019	Bibo Thabit	NULL	NULL	[Erec]
Wheels of Fortune	2020	John Ducey	1969	NULL	[Jason Wilmore]
The Conquest of Siberia	2019	Dmitriy Dyuzhev	1978	NULL	[Peter I]
The Hunchback of Notre Dame	1939	Charles Laughton	1899	1962	[The Hunchback Quasimodo]
The Damned	1962	Oliver Reed	1938	1999	[King]
Sex Thief	1973	Gerald Taylor	1940	1991	[Herbert Barrow]
Back to the Beach	1987	Tommy Hinkley	1960	NULL	[Michael]
The Idiots	1998	Jens Albinus	1965	NULL	[Stoffer]
Sensitive New Age Killer	2000	Kevin Hopkins	NULL	NULL	[George Hartley]
Silence	2016	Adam Driver	1983	NULL	[Garupe]
Sex and Death 101	2007	Tanc Sade	1980	NULL	[Beta]
The Accidental Husband	2008	Sam Shepard	1943	2017	[Wilder]
Mookuthi Amman	2020	RJ Balaji	1985	NULL	[Engels Ramasamy]
The Twilight Saga: Eclipse	2010	Justin Chon	1981	NULL	[Eric]
This Is Where I Leave You	2014	Adam Driver	1983	NULL	[Phillip Altman]
Cat Run	2011	Alphonso McAuley	NULL	NULL	[Julian Simms]
Happythankyoumoreplease	2010	Bram Barouh	NULL	NULL	[Spencer]
A Birder's Guide to Everything	2013	Alex Wolff	1997	NULL	[Timmy Barsky]
When a Wolf Falls in Love with a Sheep	2012	Nolay Piho	1960	NULL	[Pastor & Noodle Stall Owner]
After the Reality	2016	Tony Cavalero	1983	NULL	[Reg]
My Brilliant Life	2014	Min Ku-kyung	NULL	NULL	[Merchant representative]
She Has a Name	2016	Will Yun Lee	NULL	NULL	[Akkarat]
The House of Tomorrow	2017	Alex Wolff	1997	NULL	[Jared Whitcomb]
Annette	2021	Adam Driver	1983	NULL	[Henry McHenry]
Falchi: Falcons Special Squad	2017	Carlo Caracciolo	NULL	NULL	[Caserta]
Objective, Burma!	1945	Richard Erdman	1925	2019	[Pvt. Nebraska Hooper]
Pluto's Purchase	1948	James MacDonald	1906	1991	[Mickey Mouse]
Pluto's Purchase	1948	James MacDonald	1906	1991	[Pluto]
Pluto's Purchase	1948	James MacDonald	1906	1991	[Butch]
The Neanderthal Man	1953	Richard Crane	1918	1969	[Dr. Ross Harkness]
The Bedford Incident	1965	Michael Kane	1922	2007	[Cmdr. Allison - Executive Officer, Bridge]
The Devil, Probably	1977	Antoine Monnier	NULL	NULL	[Charles]
Death of a Salesman	1985	Tom Signorelli	1935	2010	[Stanley]
The Mighty Quinn	1989	James Fox	1939	NULL	[Thomas Elgin]
All for the Winner	1990	Yeung-Ming Wan	NULL	NULL	[Billy]
Life Is Beautiful	1997	Amerigo Fontani	1955	NULL	[Rodolfo]
Hitman	1998	Keiji Sato	NULL	NULL	[Eiji Tsukamoto]
Beerfest	2006	Cameron Scher	1993	NULL	[Helmut]
Burning Ghost	2019	Bernard Mazzinghi	NULL	NULL	[L'homme au scooter]
Tonight I'll Sleep at Yours	2007	Jean-Paul Rouve	1967	NULL	[Alex]
One for the Road	2021	Bhumibhat Thavornsiri	NULL	NULL	[Poom]
Chuck Lawson and the Night of the Invaders	2020	David Feinberg	NULL	NULL	[Mirah]
Hell Bank Presents: Running Ghost	2020	Wing-Kwok Chan	NULL	NULL	NULL
Quarantine L.A.	2013	Mike Pfaff	NULL	NULL	[Justin]
The Pack	2015	Devon Amber	NULL	NULL	[Sheep Farmer]
Baahubali 2: The Conclusion	2017	Rana Daggubati	1984	NULL	[Bhallaladeva]
Bad People	2016	Bradley Fletcher	NULL	NULL	[Dale]
Bad People	2016	Euriamis Losada	1983	NULL	[Max]
Exodus	2021	James Lloyd McKinney	NULL	NULL	[Paul]
NTR Kathanayakudu	2019	Rana Daggubati	1984	NULL	[Nara Chandrababu Naidu]
Fukushima 50	2020	Hidetaka Yoshioka	1970	NULL	[Takumi Maeda]
Broadway Love	1918	Harry von Meter	1871	1956	[Jack Chalvey]
The Bedford Incident	1965	Wally Cox	1924	1973	[Seaman Merlin Queffle]
The Unnamable	1988	Eben Ham	NULL	NULL	[Bruce Weeks]
Hell	1979	Jun Hamamura	1906	1995	NULL
Beauty and the Bastard	2005	Samuli Vauramo	1981	NULL	[Sune]
Unnatural Causes	2008	Angus Macfadyen	1963	NULL	[Matt McKay]
Bottle Shock	2008	Dennis Farina	1944	2013	[Maurice Cantavale]
Mookuthi Amman	2020	Ajay Ghosh	NULL	NULL	[Bhagavathi Baba]
Holy Rollers	2010	Danny A. Abeckaser	NULL	NULL	[Jackie Solomon]
Everyone's Going to Die	2013	Rob Knighton	NULL	NULL	[Ray]
Rites of Passage	2013	Daniel de Filippo	NULL	NULL	[Roman]
Irrational Man	2015	Joaquin Phoenix	1974	NULL	[Abe Lucas]
A Stand Up Guy	2016	Danny A. Abeckaser	NULL	NULL	[Sammy]
Prisoner X	2016	Alex Harrouch	1992	NULL	[Jordan]
View from a Blue Moon	2015	Matt Meola	NULL	NULL	NULL
Purge of Kingdoms	2019	Angus Macfadyen	1963	NULL	[Barbo]
How to Deter a Robber	2020	Arnold Y. Kim	NULL	NULL	[Scott Williams]
An American in Paris	1951	Larry Arnold	NULL	NULL	[Frenchman]
The Bedford Incident	1965	Frank Lieberman	NULL	NULL	[Seaman 1st Class - Bridge]
Saturn 3	1980	Christopher Muncke	1942	2022	[2nd Crewman]
Dead End Drive-In	1986	Ollie Hall	NULL	2020	[Frank]
Uninvited	1987	Beau Dremann	NULL	NULL	[Lance]
Rosencrantz & Guildenstern Are Dead	1990	Livio Badurina	1965	NULL	[Tragedian]
Inflatable Sex Doll of the Wastelands	1967	Yûichi Minato	1935	NULL	[Shô]
Four Brothers	2005	Tyrese Gibson	1978	NULL	[Angel Mercer]
Nadhoo Khan	2019	Balwinder Bullet	NULL	NULL	[Palu]
Mystery Team	2009	D.C. Pierson	NULL	NULL	[Duncan]
Hostage: Missing Celebrity	2021	Ryu Kyung-Soo	NULL	NULL	[Yeom Dong-hun]
7 Letters	2015	Faizal Abdullah	NULL	NULL	[Round Villager (segment Cinema)]
The Racer	2020	Timo Wagner	NULL	NULL	[Stefano Drago]
The Racer	2020	Paul Robert	NULL	NULL	[Erik Schultz]
Nana	1926	Werner Krauss	1884	1959	[Le Comte Muffat]
The 400 Blows	1959	Jean-Pierre Léaud	1944	NULL	[Antoine Doinel]
The Gumball Rally	1976	Norman Burton	1923	2003	[Lieutenant Roscoe]
Alison's Birthday	1981	John Bluthal	1929	2018	[Uncle Dean Findlay]
An American Werewolf in London	1981	David Schofield	1951	NULL	[Dart Player]
The Mighty Quinn	1989	M. Emmet Walsh	1935	NULL	[Fred Miller]
Nowhere to Run	1993	Kieran Culkin	1982	NULL	[Mike 'Mookie' Anderson]
Funny Games	1997	Stefan Clapczynski	1986	NULL	[Schorschi]
Zero Tolerance	1999	Fredrik Dolk	1961	NULL	[Kriminalinspektör Peter Kroon]
The Magical Legend of the Leprechauns	1999	Kieran Culkin	1982	NULL	[Barney O'Grady]
Pumpkinhead 4: Blood Feud	2007	Ovidiu Niculescu	1974	NULL	[Bobby Joe]
Birders	2019	Keith Hackland	NULL	NULL	[Owner, Alamo Inn Bed & Breakfast]
Attention Attention	2021	Kai Cofer	NULL	NULL	[Roy]
The Holy Man III	2010	Joey Chernyim	NULL	NULL	NULL
Rapture-Palooza	2013	Jesse Camacho	1991	NULL	[Fry]
1/2 New Year	2019	Matt Schulte	NULL	NULL	[Josh Mackey]
7 Letters	2015	Aric Hidir Amin	NULL	NULL	[Slim Villager (segment Cinema)]
Baahubali 2: The Conclusion	2017	Meka Rama Krishna	NULL	NULL	[King of Kunthala]
The House of Tomorrow	2017	Nick Offerman	1970	NULL	[Alan Whitcomb]
A Very Curious Girl	1969	Jacques Marin	1919	2001	[Félix Lechat]
The Gumball Rally	1976	Harvey Jason	1940	NULL	[Lapchik the Mad Hungarian - Kawasaki]
A Sunday in the Country	1984	Quentin Ogier	NULL	NULL	[Lucien]
Bill & Ted's Excellent Adventure	1989	Alex Winter	1965	NULL	[Bill S. Preston]
Bill & Ted's Excellent Adventure	1989	Robert V. Barron	1932	2000	[Abraham Lincoln]
Robin Hood	1991	Barry Stanton	1940	NULL	[Miter]
Indochine	1992	Gérard Lartigau	1942	2014	[L'Admiral]
Jacob	1994	Christoph M. Ohrt	1960	NULL	[Be'or]
The Echo of Thunder	1998	Jamie Croft	1981	NULL	[Gowd Gadrey]
The Undeserved	2004	Paul Sado	1978	NULL	[Vernal Wayne Hapgood]
Burning Ghost	2019	Djolof Mbengue	NULL	NULL	[Alpha]
Danny Boy	2021	Alex Ferns	1968	NULL	[Gavin Wood]
Lovers of Hate	2010	Dan Brown	1970	NULL	[Man at Door]
Point Break	2015	Edgar Ramírez	1977	NULL	[Bodhi]
The Gunman	2015	Daniel Adegboyega	NULL	NULL	[Bryson]
Christmas at Rosemont	2015	Rick Dugdale	1977	NULL	[Snowplough Driver]
Onna no ana	2014	Yukichi Kobayashi	NULL	NULL	NULL
After the Reality	2016	Matthew Morrison	1978	NULL	[Scottie Olson]
Among Thieves	2019	Aaron Farb	1981	NULL	[Arthur]
Drain the Sunken Pirate City	2017	Russell Boulter	1963	NULL	[Narrator]
Drain the Sunken Pirate City	2017	Russell Boulter	1963	NULL	[National Geographic Channel]
Wheels of Fortune	2020	Tyler Dryden	2007	NULL	[Young Noodle]
The World's Greatest Athlete	1973	Billy De Wolfe	1907	1974	[Dean Maxwell]
The Small One	1978	Gordon Jump	1932	2003	[Joseph]
Once Bitten	1985	Jeb Stuart Adams	NULL	NULL	[World War I Ace Vampire]
Robin Hood	1991	Conrad Asquith	1945	NULL	[Lodwick]
Beethoven	1992	Oliver Platt	1960	NULL	[Harvey]
Hitman	1998	Kwong-Kim Yip	NULL	NULL	[Martin]
Attack Force	2006	David Kennedy	NULL	NULL	[Dwayne Dixon]
Tonight I'll Sleep at Yours	2007	Kad Merad	1964	NULL	[Jacques]
Mother's Love	2022	Quim Gutiérrez	1981	NULL	[José Luis]
American Maniacs	2012	Curtis Smith	NULL	NULL	[Archie Crider]
Black November	2012	Akon	1973	NULL	[Opuwei]
The Queen of Spades	2016	Igor Mirkurbanov	NULL	NULL	[Oleg]
Brawl	2012	Anthony Ryu	NULL	NULL	[Japanese Mafia Boss]
One More Time	2015	Oliver Platt	1960	NULL	[Alan]
The Devil Outside	2018	Daniel Frogson	2002	NULL	[Marcus]
Hotel Transylvania 3: Summer Vacation	2018	Adam Sandler	1966	NULL	[Dracula]
Zindagi Kitni Haseen Hay	2016	Shafqat Cheema	1955	NULL	[Cheema]
Jam	2018	Shintarô Akiyama	1982	NULL	[Yamashita]
The Price of Sin	1966	Dieter Borsche	1909	1982	[Herr Sidler]
Wu ye li ren	1986	Chin-Kuen Choi	NULL	NULL	NULL
Until the End of the World	1991	Enzo Turrin	NULL	NULL	[Doctor]
Pocahontas 2: Journey to a New World (1998) (V)	1998	Billy Zane	1966	NULL	[John Rolfe]
Gods and Generals	2003	Jeff Daniels	1955	NULL	[Lt. Col. Joshua Lawrence Chamberlain]
Because of Winn-Dixie	2005	Jeff Daniels	1955	NULL	[Preacher]
High Roller: The Stu Ungar Story	2003	Brian Kaplan	NULL	NULL	[John Strzemp]
Unnatural Causes	2008	Robert Falcon Scott	NULL	NULL	[Bobby McKay]
Girlfriends Reunited	2020	Verrokco Jones	NULL	NULL	[Male Artist at Music Summit]
Homemade Christmas	2020	Richard Nash	NULL	NULL	[David]
Taking a Shot at Love	2021	Nolen Dubuc	NULL	NULL	[Felix]
Set Secrets	2022	Jesse Dwight Bingham	NULL	NULL	[Jason Desmond]
Under the Bed	2012	Sam Kindseth	NULL	NULL	[Robert Evans]
Eye in the Sky	2015	Alex Gallafent	NULL	NULL	[Reporter]
Richard The Lionheart	2013	Daniele Lucca	NULL	NULL	[Messenger]
Dark Places	2015	Sean Bridgers	1968	NULL	[Runner Day]
Scooby-Doo! Mask of the Blue Falcon	2012	Dee Bradley Baker	1962	NULL	[Hideous Hyde Hound]
Scooby-Doo! Mask of the Blue Falcon	2012	Dee Bradley Baker	1962	NULL	[Horten]
Scooby-Doo! Mask of the Blue Falcon	2012	Dee Bradley Baker	1962	NULL	[Minotaur]
The Outcasts	2017	Avan Jogia	NULL	NULL	[Dave Quinn]
Scooby-Doo! Adventures: The Mystery Map	2013	Dee Bradley Baker	1962	NULL	[Ye Phantom Parrot]
Scooby-Doo! Adventures: The Mystery Map	2013	Dee Bradley Baker	1962	NULL	[Stu]
Justice League: War	2014	Dee Bradley Baker	1962	NULL	[Parademons]
Justice League: War	2014	Dee Bradley Baker	1962	NULL	[Secret Service Agent]
One More Time	2015	John Ellison Conlee	1968	NULL	[Josh]
One More Time	2015	John Ellison Conlee	1968	NULL	[Jake]
VS.	2018	Nicholas Pinnock	1973	NULL	[Terry]
The Beauty Inside	2015	Ju-hyuk Kim	1972	2017	[Woo-jin]
Lego DC Super Heroes: Justice League - Attack of the Legion of Doom!	2015	Dee Bradley Baker	1962	NULL	[Martian Manhunter]
Lego DC Super Heroes: Justice League - Attack of the Legion of Doom!	2015	Dee Bradley Baker	1962	NULL	[Man-Bat]
Zindagi Kitni Haseen Hay	2016	Jibrayl Ahmed Rajput	NULL	NULL	NULL
Among Thieves	2019	Jeremy Sless	1992	NULL	[Wes]
Lego Scooby-Doo!: Haunted Hollywood	2016	Dee Bradley Baker	1962	NULL	[Sea Creature]
Lego Scooby-Doo!: Haunted Hollywood	2016	Dee Bradley Baker	1962	NULL	[Malt Shop Walt]
Lego Scooby-Doo!: Haunted Hollywood	2016	Dee Bradley Baker	1962	NULL	[Zombie]
The Sweetheart	2018	Richard Nash	NULL	NULL	[ER Doctor]
I Cover the Waterfront	1933	Maurice Black	1891	1938	[Ortegus]
Those Desperate Men Who Smell of Dirt and Death	1969	José Manuel Martín	1924	2006	[Guerico]
The House in Nightmare Park	1973	Kenneth Griffith	1921	2006	[Ernest]
The Devil and Holy Water	1983	Leo Gavero	1924	2002	[Vescovo]
Bull Durham	1988	Tim Robbins	1958	NULL	[Ebby Calvin 'Nuke' LaLoosh]
R.O.T.O.R.	1987	Stan Moore	1956	NULL	[Houghtaling]
Lupin the 3rd: Napoleon's Dictionary	1991	Show Hayami	1958	NULL	[Eric]
Chuck Lawson and the Night of the Invaders	2020	Trent Bonner	NULL	NULL	[Stokes]
Messengers 2: The Scarecrow	2009	Richard Riehle	1948	NULL	[Jude Weatherby]
Proyecto Emperador	2022	Denis Gómez	1978	NULL	[Ángel]
Madelines	2022	Richard Riehle	1948	NULL	[Rory Devonshire]
The Husband She Met Online	2013	Brett Watson	NULL	NULL	[John Anderson]
Christmas Belle	2013	Mark Famiglietti	1979	NULL	[Tony]
Juarez 2045	2017	Blake Webb	NULL	NULL	[Mickey]
Belzebuth	2017	Boris Schoemann	NULL	NULL	[Obispo]
