Scooby-Doo! Mask of the Blue Falcon	2012	Frank Welker	1946	NULL	[Dynomutt]
Scooby-Doo! Adventures: The Mystery Map	2013	Frank Welker	1946	NULL	[Fred Jones]
Scooby-Doo! Adventures: The Mystery Map	2013	Frank Welker	1946	NULL	[Scooby-Doo]
The Damned Thing	2014	Rodney Osborne	NULL	NULL	[Eddie Osborne]
Lego Scooby-Doo!: Haunted Hollywood	2016	Frank Welker	1946	NULL	[Fred Jones]
Lego Scooby-Doo!: Haunted Hollywood	2016	Frank Welker	1946	NULL	[Scooby-Doo]
Lego Scooby-Doo! Blowout Beach Bash	2017	Frank Welker	1946	NULL	[Scooby-Doo]
Lego Scooby-Doo! Blowout Beach Bash	2017	Frank Welker	1946	NULL	[Fred Jones]
Assassin 33 A.D.	2020	Johnny Rey Diaz	NULL	NULL	[Kabil]
Variety	1925	Kurt Gerron	1897	1944	[Hafenarbeiter]
The Philadelphia Story	1940	Roland Young	1887	1953	[Uncle Willie]
For a Few Dollars More	1965	Benito Stefanelli	1928	1999	[Luke 'Hughie']
Heroes of Fort Worth	1965	Edmund Purdom	1924	2009	[Major 'Sugar' Patterson]
The Contract	1978	Samuel Hui	1948	NULL	[Shih-Chieh]
Once Bitten	1985	Joseph Brutsman	1960	NULL	[Confederate Vampire]
The Carrier	1988	Matt Shear	NULL	NULL	[Seth]
The Dreaming	1988	Gary Sweet	1957	NULL	[Geoff]
Shipwrecked	1990	Bjørn Sundquist	1948	NULL	[Mr. Håkonsen]
The Forsaken	2001	Johnathon Schaech	1969	NULL	[Kit]
Seeking Temporary Wife	2003	Gustaf Hammarsten	1967	NULL	[Fredrik]
Cross Bronx	2004	Erik Argenti	NULL	NULL	[Wrestling Coach]
The Covenant	2006	Taylor Kitsch	1981	NULL	[Pogue Parry]
School of the Damned	2019	Aidan Largey Poland	NULL	NULL	[Marquand]
In the Beginning	2009	Brice Fournier	1966	NULL	[Louis]
10 000 timmar	2014	Özz Nûjen	NULL	NULL	[Bengtsson]
Jackals	2017	Johnathon Schaech	1969	NULL	[Andrew Powell]
Summerland	2020	Tom Courtenay	1937	NULL	[Mr Sullivan]
Long Live Rock: Celebrate the Chaos	2019	Seyth Boardman	NULL	NULL	NULL
I Confess	1953	Karl Malden	1912	2009	[Inspector Larrue]
The Mole People	1956	Joe Abdullah	1926	1999	[Arab Foreman]
The Devil and Holy Water	1983	Giacomo Rizzo	1939	NULL	[Elpidio Esposito]
D.A.R.Y.L.	1985	Josef Sommer	1934	NULL	[Dr. Jeffrey Stewart]
Day of the Dead	1985	Sherman Howard	1949	NULL	[Bub]
Cut and Run	1984	Eriq La Salle	1962	NULL	[Fargas]
Real Genius	1985	Louis Giambalvo	1945	NULL	[Major Carnagle]
84 Charing Cross Road	1987	Anthony Hopkins	1937	NULL	[Frank P. Doel]
G.I. Joe: The Movie	1987	Gregg Berger	1950	NULL	[Motorviper]
Snake Eater	1989	Ben DiGregorio	1948	NULL	[Santucci]
Hitman	1998	John Ching	NULL	NULL	[Kau]
Hitman	1998	Kenji Sahara	1932	NULL	[Mr. Tsukamoto]
Black Rose Ascension	1975	Shin Kishida	1939	1982	[Juzo]
The Game of Their Lives	2005	Wes Bentley	1978	NULL	[Walter Bahr]
Attack Force	2006	Mark Dymond	1974	NULL	[Phil]
Pumpkinhead 4: Blood Feud	2007	Peter Barnes	NULL	NULL	[Papa McCoy]
The Wave	2008	Jacob Matschenz	1984	NULL	[Dennis]
Holy Rollers	2010	Jesse Eisenberg	1983	NULL	[Sam Gold]
Firstness	2021	Tim Kinsella	NULL	NULL	[Keith]
Firstness	2021	Caleb Cabrera	NULL	NULL	[Julian]
Tortoise in Love	2012	Mike Kemp	NULL	NULL	[Albert]
Treasure Buddies	2012	Tucker Albrizzi	2000	NULL	[Budderball]
Why Stop Now?	2012	Jesse Eisenberg	1983	NULL	[Eli Bloom]
I Declare War	2012	Gage Munroe	NULL	NULL	[P.K. Sullivan]
Scooby-Doo! Mask of the Blue Falcon	2012	Gregg Berger	1950	NULL	[Hank Prince]
Scooby-Doo! Mask of the Blue Falcon	2012	Gregg Berger	1950	NULL	[Zorak]
Wedding Planner Mystery	2014	Oliver Rice	NULL	NULL	[Lance Solveto]
Almost Home	2018	Robert LaSardo	1963	NULL	[Juan-Carlo]
How to Deter a Robber	2020	Benjamin Papac	1993	NULL	[Jimmy Culpepper]
Moontide	1942	Jerome Cowan	1897	1972	[Dr. Frank Brothers]
The Stranger Wore a Gun	1953	Pierre Watkin	1887	1960	[Jason Conroy]
I Love Maria	1988	Dennis Chan	1949	NULL	[Curly's Boss]
Big Trouble in Little China	1986	Dennis Dun	1952	NULL	[Wang Chi]
The Lunatics	1986	Dennis Chan	1949	NULL	[Ming]
The Last Emperor	1987	Dennis Dun	1952	NULL	[Big Li]
Police Story 2	1988	Kwok-Hung Lam	1958	NULL	[Supt. Raymond Li]
Society	1989	Ben Meyerson	NULL	NULL	[Ferguson]
The Masque of the Red Death	1989	Lindsay Reardon	NULL	NULL	[Dallon]
Heights	2005	Daniel Neiden	1958	NULL	[Wedding Rabbi]
Spellbound	2003	Fred Willard	1933	2020	NULL
Snatchers	2019	Logan Rogan	NULL	NULL	[Mr. Rubin]
The Painter and the Thief	2020	Øystein Stene	NULL	NULL	NULL
Mr. Nice	2010	Rhys Ifans	1967	NULL	[Howard Marks]
A Timeless Christmas	2020	Dean Redman	NULL	NULL	[Sheriff]
Hell Bank Presents: Running Ghost	2020	Hon-Leung Ko	NULL	NULL	[Audience member]
Cherry Tree Lane	2010	Jumayn Hunter	NULL	NULL	[Rian]
Happythankyoumoreplease	2010	Jimmy Gary Jr.	1972	NULL	[Police Officer]
Rise and Shine, Benedict Stone	2021	Andy Nez	NULL	NULL	[Owen]
Set Secrets	2022	Nicholas Pearson	NULL	NULL	[Corey Miller]
ATM	2012	Aaron Hughes	NULL	NULL	[Patrolman]
A Real Vermeer	2016	Claude Humbert	NULL	NULL	[Hermann Goering]
Hot Water	2021	Glenn McCuen	1991	NULL	[Billy Burnett]
La cebra	2011	Jorge Adrián Spíndola	NULL	NULL	[Leandro]
I'd Kill for You	2018	Eric Davis	NULL	NULL	[Henry Barnes]
Signed, Sealed, Delivered Signed Sealed Delivered	2013	Victor Ayala	NULL	NULL	[Barista]
Entertainment	2015	John C. Reilly	1965	NULL	[Cousin John]
The Damned Thing	2014	Canon Buckingham	NULL	NULL	[Will]
Sniper: Special Ops	2016	Jason-Shane Scott	NULL	NULL	[Tyler]
Contract to Kill	2016	Salex Iatma	NULL	NULL	[OTM #1]
Contract to Kill	2016	Salex Iatma	NULL	NULL	[Abdulah Al-Hamdani]
House of the Witch	2017	Hunter Trammell	NULL	NULL	[Boy]
Here Is Your Life	1966	Holger Löwenadler	1904	1977	[Kristiansson]
Le Mans	1971	Luc Merenda	1943	NULL	[Claude Aurac]
The Lords of Flatbush	1974	Paul Mace	1950	1983	[Wimpy Murgalo]
Hercules	1983	Gianni Garko	1935	NULL	[Valcheus]
Dreamscape	1984	George Wendt	1948	NULL	[Charlie Prince]
The Lunatics	1986	Paul Chun	1945	NULL	[Tsuen]
The Unnamable	1988	Charles Klausmeyer	1963	NULL	[Howard Damon]
All for the Winner	1990	Paul Chun	1945	NULL	[Wong Hung Kwong]
All for the Winner	1990	Paul Chun	1945	NULL	['The King of Gamblers']
Mutant Action	1993	Juan Viadas	1952	NULL	[Juan Abadie]
Hocus Pocus	1993	Tobias Jelinek	1977	NULL	[Jay]
The Great White Hype	1996	Jon Lovitz	1957	NULL	[Sol]
Mickey, Donald, Goofy: The Three Musketeers	2004	Tony Anselmo	1960	NULL	[Donald Duck]
Four Brothers	2005	Garrett Hedlund	1984	NULL	[Jack Mercer]
Unnatural Causes	2008	George Wendt	1948	NULL	[Chuck]
The Ides of March	2011	Jeffrey Wright	1965	NULL	[Senator Thompson]
The Twilight Saga: Eclipse	2010	Robert Pattinson	1986	NULL	[Edward Cullen]
This Is Where I Leave You	2014	Jason Bateman	1969	NULL	[Judd Altman]
Hostage: Missing Celebrity	2021	Jae-Bum Kim	NULL	NULL	[Choi Ki-wan]
The Devil's Rock	2011	Karlos Drinkwater	1976	NULL	[Sergeant Joe Tane]
Redemption	2013	Jason Statham	1967	NULL	[Joey]
Under the Bed	2012	Ivan Djurovic	NULL	NULL	[The Creature]
Disciples	2014	Chris Burchette	NULL	NULL	[The Father]
Lullaby	2014	Garrett Hedlund	1984	NULL	[Jonathan]
The Possession of Michael King	2014	Tobias Jelinek	1977	NULL	[Father Gibbons]
Love Fiction	2012	Kwak Do-won	1974	NULL	[Director]
Wild Daze	2020	Azad Ebrahimzadeh	NULL	NULL	NULL
Apex: The Story of the Hypercar	2016	Zachary Levi	1980	NULL	[Narrator]
Quakers: That of God in Everyone	2015	Joe Boyd	1973	NULL	[Murray Shipley]
Among Thieves	2019	Evan Judson	NULL	NULL	[Jimmy]
Brampton's Own	2018	Alex Russell	1987	NULL	[Dustin]
Lake Michigan Monster	2018	Erick West	NULL	NULL	[Sean Shaughnessy]
Hollow Point	2019	Bill Duke	1943	NULL	[Senior Guard James]
Long Live Rock: Celebrate the Chaos	2019	Andy Biersack	1990	NULL	NULL
Tyger Tyger	2019	Dylan Sprouse	1992	NULL	[Luke]
Mother	1925	Henri Duval	1874	1953	[Le père Taillier - canonnier]
For Me and My Gal	1942	Walter Baldwin	1889	1977	[Bill]
I Could Go on Singing	1963	Gregory Phillips	1948	NULL	[Matt]
The Cycle Savages	1969	Mick Mehas	NULL	NULL	[Bob]
I Wanna Hold Your Hand	1978	Marc McClure	1957	NULL	[Larry Dubois]
1492: Conquest of Paradise	1992	Armand Assante	1949	NULL	[Sanchez]
The Big Lebowski	1998	Philip Moon	NULL	NULL	[Treehorn Thug #1]
Two Came Back	1997	Jonathan Brandis	1976	2003	[Jason]
Sensitive New Age Killer	2000	Arthur Serevetas	NULL	NULL	[Big Bazza]
A Guy Thing	2003	Shawn Hatosy	1975	NULL	[Jim]
The Game of Their Lives	2005	Costas Mandylor	1965	NULL	[Charlie 'Gloves' Columbo]
Just Desserts	2004	Costas Mandylor	1965	NULL	[Marco Poloni]
Beowulf & Grendel	2005	Tony Curran	1969	NULL	[Hondscioh]
R.I.P.D.	2013	Kevin Bacon	1958	NULL	[Hayes]
The Bucket List	2007	Annton Berry Jr.	NULL	NULL	[Kai]
The Exorcism of God	2021	Hector Kotsifakis	NULL	NULL	[Dr. Nelson]
The Legend of Hei	2019	Aleks Le	1988	NULL	[Wuxian (Infinity)]
The Legend of Hei	2019	Aleks Le	1988	NULL	[Wuxian (Infinity)]
Bats	2021	Marek Lichtenberg	NULL	NULL	[Jack]
Cat Run	2011	Tony Curran	1969	NULL	[Sean Moody]
Super	2010	Kevin Bacon	1958	NULL	[Jacques]
CBGB	2013	Rupert Grint	1988	NULL	[Cheetah Chrome]
I Declare War	2012	Aidan Gouveia	NULL	NULL	[Quinn Wilson]
The Queen of Spades	2016	Vladimir Simonov	1957	NULL	[Golovin]
The Den	2013	Adam Shapiro	NULL	NULL	[Max]
Wedding Planner Mystery	2014	Andrew W. Walker	1979	NULL	[Aaron Gold]
Juarez 2045	2017	Alexander P. Heartman	1990	NULL	[Chris]
Vixen Velvet's Zombie Massacre	2015	Jimmy Nguyen	NULL	NULL	[Wolfe Von Hofferloff]
The Next Kill	2018	Mitch Dodd	NULL	NULL	[Cutter]
The Next Kill	2018	Mitch Dodd	NULL	NULL	[Gray Koch AKA 'Kid Anonymous']
The Ghost Who Walks	2019	Garland Scott	NULL	NULL	[Nolan]
Lovecut	2020	Kerem Abdelhamed	NULL	NULL	[Jakob]
Christmas at the Royal Hotel	2018	Parker Chen	NULL	NULL	[Bowie]
Bells Are Ringing	1960	Eddie Foy Jr.	1905	1983	[J. Otto Prantz]
The Contract	1978	Ging-Cheung Chan	NULL	NULL	[MTV Board Chairman]
Alison's Birthday	1981	Lou Brown	1952	NULL	[Peter Healey]
Sweater Girls	1978	Meegan King	1954	NULL	[Kenny]
Def by Temptation	1990	Kadeem Hardison	1965	NULL	['K']
Croupier	1998	Nick Reding	1962	NULL	[Giles Cremorne]
Inflatable Sex Doll of the Wastelands	1967	Shôhei Yamamoto	1938	2019	[Kô]
Dead Souls	2012	Jaiden Kaine	NULL	NULL	[Andrew Judson]
Demon Hole	2017	Paris Campbell	1969	NULL	[Reggie]
Vox Lux	2018	Christopher Abbott	1986	NULL	[The Journalist]
The Next Kill	2018	Levi McGlathery	NULL	NULL	[Cutter]
The Next Kill	2018	Levi McGlathery	NULL	NULL	[Spike]
The Next Kill	2018	Levi McGlathery	NULL	NULL	[Pissed Off Valet]
Parallel World Love Story	2019	Michitaka Tsutsui	1971	NULL	[Osanai]
Bull Durham	1988	William O'Leary	1957	NULL	[Jimmy]
Jingle All the Way	1996	Phil Hartman	1948	1998	[Ted Maltin]
Turbulence	1997	Ray Liotta	1954	2022	[Ryan Weaver]
Croupier	1998	Nicholas Ball	1946	NULL	[Jack Snr.]
Ji lian gou xian nai	1981	Yan Chan	NULL	NULL	NULL
Get Well Soon	2001	Reg Rogers	1964	NULL	[Keith Charles]
A Tale of Two Sisters	2003	Gi-hong Woo	NULL	NULL	[Sun-kyu]
Four Brothers	2005	André 3000	1975	NULL	[Jeremiah Mercer]
The Covenant	2006	Stephen McHattie	1947	NULL	[James Danvers]
Hacker: Trust No One	2021	Rishky Patel	NULL	NULL	[Zeke]
ATM	2012	Dan De Jaeger	NULL	NULL	[Luke]
Shark Night	2011	Chris Zylka	1985	NULL	[Blake]
Hot Water	2021	Chris Gann	1972	NULL	[Chris]
CBGB	2013	Taylor Hawkins	1972	2022	[Iggy Pop]
Onna no ana	2014	Noriyuki Fuse	NULL	NULL	NULL
Belzebuth	2017	José Sefami	NULL	NULL	[Demetrio]
My Brilliant Life	2014	Il-seob Baek	1944	NULL	[Mr. Jang]
Grandma's House	2016	Flex Alexander	1970	NULL	[Thomas]
Piranhas	2019	Carmine Pizzo	NULL	NULL	[Limone]
Vampires vs. the Bronx	2020	Vladimir Caamano	1979	NULL	[Papo]
Mother	1925	Charles Barrois	1890	1944	NULL
The Terror	1963	Jack Nicholson	1937	NULL	[Lt. Andre Duvalier]
A Safe Place	1971	Jack Nicholson	1937	NULL	[Mitch]
Werewolf Woman	1976	Andrea Scotti	1931	2003	[Arrighi]
Tourist Trap	1979	Keith McDermott	1953	NULL	[Woody]
Lucas	1986	Charlie Sheen	1965	NULL	[Cappie]
Philadelphia	1993	Charles Glenn	NULL	NULL	[Kenneth Killcoyne]
The Game of Their Lives	2005	Gavin Rossdale	1965	NULL	[Stanley Mortensen]
Seven Swords	2005	Honglei Sun	1970	NULL	[General Fire-Wind]
The Covenant	2006	Chace Crawford	1985	NULL	[Tyler Simms]
This Is England	2006	Thomas Turgoose	1992	NULL	[Shaun]
The Bucket List	2007	Jack Nicholson	1937	NULL	[Edward]
Finding Jesus	2020	Jerry Davis	NULL	NULL	[Mr. Flips]
The Watch	2012	Vince Vaughn	1970	NULL	[Bob]
First Christmas	2020	Mason Beauchamp	NULL	NULL	[Glenn]
Head Over Heels	2010	Antonio Pedro	1940	2023	[Sorriso]
Head Over Heels	2010	Marcos Pasquim	1969	NULL	[Cliente Sex Shop]
A Birder's Guide to Everything	2013	James Le Gros	1962	NULL	[Donald Portnoy]
The Holy Man III	2010	Note Chern-Yim	NULL	NULL	[Taasong]
Tomboy	2011	Noah Vero	NULL	NULL	[Noah]
Beyond the Sky	2018	Claude Duhamel	1970	NULL	[Brent]
Apex: The Story of the Hypercar	2016	Chris Harris	1975	NULL	[Chris Harris]
Flesh and Blood	2017	Rocco Rosanio	NULL	NULL	[Rocco]
Zindagi Kitni Haseen Hay	2016	Feroze Khan	1990	NULL	[Zain Ahmed]
The Academy of Magic	2020	Jamieson Price	1961	NULL	[Lambert]
The Academy of Magic	2020	Jamieson Price	1961	NULL	[Lambert]
The Game Changer	2017	Zitao Huang	1993	NULL	[Fang Jie]
The Colony	2021	Sope Dirisu	1991	NULL	[Tucker]
Look in Any Window	1961	Alex Nicol	1916	2001	[Jay Fowler]
The Wedding Party	1969	Raymond McNally	NULL	NULL	[Mr. Fish - The Bride's Father]
The Lords of Flatbush	1974	Perry King	1948	NULL	[David 'Chico' Tyrell]
Get Mean	1975	Lloyd Battista	1937	NULL	[Sombra]
Mazes and Monsters	1982	Chris Makepeace	1964	NULL	[Jay Jay]
The Devil and Holy Water	1983	Tomas Milian	1933	2017	[Bruno Marangoni]
Hard to Kill	1990	Steven Seagal	1952	NULL	[Mason Storm]
Nowhere to Run	1993	Leonard Termo	1935	2012	[Bus Guard]
Traffic	2000	Tomas Milian	1933	2017	[General Arturo Salazar]
Today You Die	2005	Steven Seagal	1952	NULL	[Harlan Banks]
Attack Force	2006	Steven Seagal	1952	NULL	[Cmdr. Marshall Lawson]
Zookeeper	2011	Ken Jeong	1969	NULL	[Venom]
Danny Boy	2021	Anthony Boyle	1994	NULL	[Brian Wood]
Lovers of Hate	2010	Alex Karpovsky	1975	NULL	[Paul]
Rapture-Palooza	2013	Ken Jeong	1969	NULL	[God]
La cebra	2011	Humberto Elizondo	1947	NULL	[Quesada]
Blame	2017	Luke Slattery	NULL	NULL	[Eric]
Sniper: Special Ops	2016	Steven Seagal	1952	NULL	[Jake]
Contract to Kill	2016	Steven Seagal	1952	NULL	[John Harmon]
Raaz Reboot	2016	Trupti Agarwal	NULL	NULL	NULL
China Salesman	2017	Steven Seagal	1952	NULL	[Lauder]
Garage Sale Mysteries Garage Sale Mystery: The Mask Murder	2018	Jay Brazeau	1953	NULL	[Tramell]
Black Mama White Mama	1973	Sid Haig	1939	2019	[Ruben]
The Tall Blond Man with One Black Shoe	1972	Jean Saudray	1928	2002	[Poucet]
Shock Waves	1977	Sammy Graham	NULL	NULL	[Zombie]
Diary for My Children	1984	Jan Nowicki	1939	2022	[János]
House II: The Second Story	1987	Arye Gross	NULL	NULL	[Jesse]
The Couch Trip	1988	Arye Gross	NULL	NULL	[Perry Kovin]
The Dreaming	1988	Peter Merrill	NULL	NULL	[Archaeologist]
Mutant Action	1993	Álex Angulo	1953	2014	[Alex Abadie]
Two Came Back	1997	James Fields	NULL	NULL	[Susan's Teammate]
The Profession of Arms	2001	Fabio Giubbani	NULL	NULL	[Matteo Cusastro]
The Profession of Arms	2001	Kalin Arsov	1951	NULL	[Barcarolo]
Out Live	2000	Hyeon-jun Shin	1968	NULL	[Yu Jinha]
The Bucket List	2007	Sean Hayes	1970	NULL	[Thomas]
Unnatural Causes	2008	Mingo Ràfols	NULL	NULL	[Inspector Jiménez]
Untraceable	2008	Billy Burke	1966	NULL	[Detective Eric Box]
The Twilight Saga: Eclipse	2010	Billy Burke	1966	NULL	[Charlie Swan]
Butlers in Love	2022	Corey Cott	1990	NULL	[Henry]
The Gunman	2015	Mark Billingham	1965	NULL	[Reed]
Hunt for the Labyrinth Killer	2013	Daniel Lench	NULL	NULL	[James Ogden]
Embrace of the Vampire	2013	Ryan Kennedy	NULL	NULL	[Chris]
Un mondo nuovo	2014	Sergio Albelli	1965	NULL	NULL
View from a Blue Moon	2015	Kiron Jabour	NULL	NULL	NULL
Phantom Detective	2016	Lee Jehoon	1984	NULL	[Hong Gil-dong]
Unknown Origins	2020	Juanfra Juárez	NULL	NULL	[Ibarra]
Radium Girls	2018	Collin Kelly-Sordelet	NULL	NULL	[Walt]
One Nation, One King	2018	Olivier Gourmet	1963	NULL	[L'oncle]
15 Minutes of War	2019	Guillaume Labbé	1983	NULL	[Jean-Luc Larrain]
Acute Misfortune	2018	Daniel Henshall	1982	NULL	[Adam Cullen]
Hollow Point	2019	Luke Goss	1968	NULL	[Hank Carmac]
Glory at Sea	1952	Robin Bailey	1919	1999	[Lt. Michael Grant RNVR]
The Graduate	1967	Murray Hamilton	1923	1986	[Mr. Robinson]
Paranoia	1969	Lou Castel	1943	NULL	[Peter]
Those Desperate Men Who Smell of Dirt and Death	1969	Manuel Miranda	NULL	NULL	[Francisco Gonzalez Sandoval]
Vigilante Force	1976	Andrew Stevens	1955	NULL	[Paul Sinton]
Mazes and Monsters	1982	Murray Hamilton	1923	1986	[Lt. John Martini]
Stick	1985	George Segal	1934	2021	[Barry]
The Mighty Quinn	1989	Denzel Washington	1954	NULL	[Xavier Quinn]
Beethoven	1992	Dean Jones	1931	2015	[Dr. Varnick]
Philadelphia	1993	Denzel Washington	1954	NULL	[Joe Miller]
Philadelphia	1993	Daniel Chapman	1952	1994	[Clinic Storyteller]
Eyes Wide Shut	1999	Sky du Mont	1947	NULL	[Sandor Szavost]
Chill Factor	1999	Kevin J. O'Connor	1963	NULL	[Telstar]
School of Life	2005	Andrew Robb	NULL	NULL	[Dylan Warner]
The Great Debaters	2007	Denzel Washington	1954	NULL	[Melvin B. Tolson]
Mission London	2010	Alan Ford	1938	NULL	[Sibling]
The Intern - A Summer of Lust	2019	Michael Vegas	NULL	NULL	[Michael]
I Propose We Never See Each Other Again After Tonight	2020	Martin J. Filby	NULL	NULL	[Background]
Mystery Team	2009	Peter Saati	NULL	NULL	[Leroy]
Lovers of Hate	2010	Zach Green	1989	NULL	[Dexter]
Why Stop Now?	2012	Jayce Bartok	1975	NULL	[Nurse Mike]
Black Butterfly	2017	Jonathan Rhys Meyers	1977	NULL	[Jack]
88	2015	Anthony Ulc	1960	NULL	[Jessop]
All You Need Is Love	2015	Kung-Wei Lu	1967	NULL	[Dong]
Female Fight Squad	2016	Rey Goyos	1984	NULL	[Landon Jones]
The Lears	2017	Anthony Michael Hall	1968	NULL	[Glenn Lear]
Driven to Dance	2018	Asher Angel	2002	NULL	[Alex]
Contraband Spain	1955	Antonio Almorós	1922	1977	[Lucien Remue - Henchman]
Skullduggery	1970	Chips Rafferty	1909	1971	[Father 'Pop' Dillingham]
The Holy Mountain	1973	Luis Lomelí	NULL	NULL	[Lut]
Bill & Ted's Excellent Adventure	1989	Dan Shor	1956	NULL	[Billy the Kid]
Def by Temptation	1990	James Bond III	1969	NULL	[Joel]
Riff-Raff	1991	George Moss	NULL	NULL	[Mo]
Nowhere to Run	1993	Jean-Claude Van Damme	1960	NULL	[Sam Gillen]
Smoke Signals	1998	Simon Baker	1986	NULL	[Young Thomas Builds-the-Fire]
Pearl Harbor	2001	Ben Affleck	1972	NULL	[Rafe McCawley]
Desperate Teenage Lovedolls	1984	Dez Cadena	1961	NULL	[Flaco]
Paycheck	2003	Ben Affleck	1972	NULL	[Jennings]
The Undeserved	2004	Frank Wood	1960	NULL	[Alex Montgomery]
Underworld: Rise of the Lycans	2009	Kevin Grevioux	1962	NULL	[Raze]
Snatchers	2019	Rich Fulcher	1968	NULL	[Dave]
Nightmare at the End of the Hall	2008	Duane Keogh	NULL	NULL	[Older Chester]
A Real Vermeer	2016	Raymond Thiry	1959	NULL	[The Prosecutor]
A Deadly Obsession	2012	Grant Harvey	NULL	NULL	[Connor]
10 000 timmar	2014	David Carlsson	NULL	NULL	[Bandmedlem]
Documented	2013	Emelie Salinas	NULL	NULL	[Emelie Salinas]
Cam Girl	2014	Nicholas Gallo	NULL	NULL	[Absolute]
Knights of the Damned	2017	Ross O'Hennessy	NULL	NULL	[Richard]
The Game Changer	2017	Peter Ho	1975	NULL	[Zi hao]
China Salesman	2017	Zijian Wang	NULL	NULL	[Zheng Ming]
Outrage Coda	2017	Ken Mitsuishi	1961	NULL	[Gomi]
2nd Date Sex	2019	George MacKay	1992	NULL	[Ryan]
The Conquest of Siberia	2019	Vladimir Afanasyev	1981	NULL	[Chong]
Night Nurse	1931	Clark Gable	1901	1960	[Nick]
Jaws: The Revenge	1987	Mitchell Anderson	1961	NULL	[Sean Brody]
Jingle All the Way	1996	Martin Mull	1943	NULL	[D.J.]
From Dusk Till Dawn 3: The Hangman's Daughter	1999	Danny Trejo	1944	NULL	[Razor Charlie]
The Stalker's Apprentice	1998	Guy Leverton	NULL	NULL	[Darren Cornell]
Le jardin des supplices	1976	Roger Van Hool	1940	2023	[Antoine Durrieu]
Ghost Stories	2020	Zachary Braz	NULL	NULL	[Child Actor (Anurag Kashyap's segment)]
The Outsider	2019	Danny Trejo	1944	NULL	[Carlos]
Iron Girl: Final Wars	2019	Takaya Aoyagi	1985	NULL	NULL
Clash	2009	The Vinh Truong	NULL	NULL	[Tuan]
Unlocked	2017	Brian Caspe	1975	NULL	[Ed Romley]
Quarantine L.A.	2013	Bo Lennart Robert Linton	1970	NULL	[Jake Miller]
Wish Man	2019	Danny Trejo	1944	NULL	[Jose]
June in January	2014	Gerard Plunkett	NULL	NULL	[Richard Blackwell]
Juarez 2045	2017	Danny Trejo	1944	NULL	[Angel Malvado]
Among Thieves	2019	Daniel Edward Mora	NULL	NULL	[Cortez]
Magellan	2017	Brandon Ray Olive	NULL	NULL	[Commander Roger Nelson]
Victor Crowley	2017	Chase Williamson	1988	NULL	[Alex]
Love at First Glance	2017	Brandon Ray Olive	NULL	NULL	[Carl]
Cinderella: The Enchanted Beginning	2018	Greg Schroeder	NULL	NULL	[Rex]
The President's Lady	1953	Charles Dingle	1887	1956	[Capt. Irwin]
The Exterminating oscar	1962	Claudio Brook	1927	1995	[Julio mayordomo]
The Bees	1978	Claudio Brook	1927	1995	[Dr. Franklin Miller]
I Love Maria	1988	Kong Chow	NULL	NULL	NULL
Day of the Dead	1985	Joseph Pilato	1949	2019	[Capt. Henry Rhodes]
Cut and Run	1984	Michael Berryman	1948	NULL	[Quecho]
Stick	1985	José Pérez	1940	NULL	[Rainy]
G.I. Jane	1997	Daniel von Bargen	1950	2015	[Theodore Hayes]
Madam Q	1996	Lawrence Ng	1964	NULL	NULL
Untraceable	2008	Peter Gray Lewis	NULL	NULL	[Richard Brooks]
An American Affair	2008	Cameron Bright	1993	NULL	[Adam Stafford]
Fortress of War	2010	Aleksandr Korshunov	1954	NULL	[Gavrilov]
Dead Souls	2012	Kyle Donnery	NULL	NULL	[Daniel Conroy]
Paranormal Activity: The Ghost Dimension	2015	Don McManus	1959	NULL	[Kent]
The Husband She Met Online	2013	Bill Lake	NULL	NULL	[Jerry Berman]
Delirium	2018	Ian Bamberg	NULL	NULL	[Eddie]
Othello	2016	Ian Cooper	NULL	NULL	[Cassio]
Rain	2020	Ivo Uukkivi	1965	NULL	[Uuno]
The Stranger Wore a Gun	1953	Joseph Vitale	1901	1994	[Shorty]
Up to His Ears	1965	Jess Hahn	1921	1998	[Cornelius Ponchabert]
Day of the Dead	1985	Anthony Dileo Jr.	NULL	NULL	[Pvt. Miguel Salazar]
The Unnamable	1988	Paul Farmer	NULL	NULL	[Mortician]
City of Industry	1997	Reno Wilson	1969	NULL	[Keshaun Brown]
G.I. Jane	1997	Morris Chestnut	1969	NULL	[McCool]
Get Well Soon	2001	Vincent Gallo	1961	NULL	[Bobby Bishop]
Get Well Soon	2001	Vincent Gallo	1961	NULL	[Kevin Moss]
Tristan + Isolde	2006	Rufus Sewell	1967	NULL	[Marke]
The Shopaholics	2006	Jordan Chan	1967	NULL	[Richie Ho]
The Accidental Husband	2008	Ajay Naidu	1972	NULL	[Deep]
The Twilight Saga: Eclipse	2010	Michael Welch	1987	NULL	[Mike]
Miss Bala	2011	Juan Carlos Galván	1932	2015	[Arturo Guerrero]
Flight from Hell	2014	Cary Alexander	NULL	NULL	[Dan]
The Eternal Road	2017	Ville Virtanen	1961	NULL	[John Hill]
Love by the 10th Date	2017	Christian Keyes	1975	NULL	[Kevin]
Soorma	2018	Kulbhushan Kharbanda	1944	NULL	[Federation Chairman]
The Dunwich Horror	1970	Michael Fox	1921	1996	[Dr. Raskin]
I Love Maria	1988	Hark Tsui	1950	NULL	[Whisky]
Tycoon's Interpreter	2006	Jacques Michel	NULL	NULL	[Juge Pacary]
